time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2015-12-04T19:23:17.920Z,28.9766,51.9519,39.21,5,mb,,37,5.524,1,us,us100043er,2015-12-05T20:23:48.829Z,"62km WNW of Firuzabad, Iran",earthquake
2015-12-04T18:50:44.950Z,-40.5996,174.2717,66.87,4.8,mb,,44,0.865,1.14,us,us100043ef,2015-12-05T20:07:34.661Z,"72km WNW of Paraparaumu, New Zealand",earthquake
2015-12-04T17:57:25.870Z,-31.1815,-68.2309,100.17,4.5,mb,,139,0.531,1.44,us,us100043e9,2015-12-05T20:03:40.762Z,"38km NNE of San Martin, Argentina",earthquake
2015-12-04T17:02:48.830Z,-4.8134,144.1973,106.23,4.8,mb,,37,4.192,0.91,us,us100043dy,2015-12-05T19:05:15.955Z,"84km S of Angoram, Papua New Guinea",earthquake
2015-12-04T15:58:55.200Z,-14.8649,167.4863,120.15,4.5,mb,,146,0.64,0.96,us,us100043cc,2015-12-05T00:01:24.929Z,"51km ENE of Port-Olry, Vanuatu",earthquake
2015-12-04T13:27:05.840Z,57.6537,120.6757,20.5,4.7,mb,,39,6.31,1,us,us100043ar,2015-12-04T21:29:45.345Z,"167km ENE of Chara, Russia",earthquake
2015-12-04T11:33:06.780Z,-6.3301,154.6517,69.23,4.8,mb,,65,3.264,0.99,us,us100043a8,2015-12-04T19:35:51.690Z,"92km W of Panguna, Papua New Guinea",earthquake
2015-12-04T07:37:22.200Z,-34.0691,-109.3351,10,4.9,mb,,92,6.92,0.55,us,us10004396,2015-12-04T15:39:58.517Z,"Southern East Pacific Rise",earthquake
2015-12-04T04:56:17.790Z,-30.5654,-72.1056,17.02,4.5,mb,,116,0.419,1.28,us,us1000438f,2015-12-05T21:36:11.040Z,"86km W of Ovalle, Chile",earthquake
2015-12-04T04:25:50.840Z,21.4675,145.7271,10,5.6,mb,,67,5.099,0.84,us,us1000438a,2015-12-04T16:22:48.000Z,"134km NE of Farallon de Pajaros, Northern Mariana Islands",earthquake
2015-12-04T01:48:40.120Z,-33.9756,-109.2289,10,4.8,mb,,80,6.795,0.55,us,us10004380,2015-12-04T09:51:22.085Z,"Southern East Pacific Rise",earthquake
2015-12-03T23:55:54.560Z,0.0947,123.6962,135.48,4.6,mb,,36,3.084,0.79,us,us1000436g,2015-12-04T07:58:33.006Z,"45km SW of Molibagu, Indonesia",earthquake
2015-12-03T15:55:15.090Z,-33.9831,-109.326,14.88,5,mb,,62,29.161,0.7,us,us1000431u,2015-12-04T15:25:09.502Z,"Southern East Pacific Rise",earthquake
2015-12-03T15:32:02.180Z,-3.1098,-75.7739,114,4.8,mb,,134,4.268,1.13,us,us1000431r,2015-12-04T15:18:10.771Z,"216km NNE of Barranca, Peru",earthquake
2015-12-03T15:29:08.570Z,-5.6758,149.7514,146.35,5.3,mb,,31,2.819,1.09,us,us1000431p,2015-12-04T15:01:21.388Z,"45km WSW of Kimbe, Papua New Guinea",earthquake
2015-12-03T14:31:12.630Z,22.5944,121.4241,17.69,5.1,mb,,90,0.387,1.13,us,us1000431g,2015-12-04T03:41:17.107Z,"33km ESE of Taitung City, Taiwan",earthquake
2015-12-03T11:41:31.680Z,16.6734,-93.408,155.78,4.7,mb,,151,1.28,1.2,us,us1000430u,2015-12-03T19:44:10.703Z,"11km SSW of Ocozocuautla, Mexico",earthquake
2015-12-03T08:32:46.080Z,-29.7343,-71.6895,34.29,5.2,mb,,88,0.432,0.55,us,us100042yl,2015-12-03T16:35:18.819Z,"41km NW of Coquimbo, Chile",earthquake
2015-12-03T03:17:35.390Z,2.6595,95.6418,29.68,4.7,mb,,163,2.355,0.83,us,us100042wu,2015-12-03T11:20:20.347Z,"84km WNW of Sinabang, Indonesia",earthquake
2015-12-03T03:15:14.460Z,2.6789,95.6059,29.14,4.7,mb,,213,2.395,0.89,us,us100042wt,2015-12-03T11:17:58.734Z,"88km WNW of Sinabang, Indonesia",earthquake
2015-12-03T03:02:36.170Z,-34.6079,-109.3666,15.32,5.2,mb,,63,7.424,0.79,us,us100042wp,2015-12-03T11:05:03.517Z,"Southern East Pacific Rise",earthquake
2015-12-03T00:23:56.400Z,-34.5173,-109.1593,10,5,mb,,157,29.61,0.89,us,us100042w1,2015-12-03T08:26:26.314Z,"Southern East Pacific Rise",earthquake
2015-12-03T00:21:08.770Z,-34.4576,-109.0775,10,4.8,mb,,68,40.856,1.02,us,us100042w3,2015-12-03T08:23:45.307Z,"Southern East Pacific Rise",earthquake
2015-12-02T23:27:09.250Z,39.2233,40.2636,6.34,5.5,mb,,24,1.534,1.04,us,us100042v4,2015-12-03T04:40:09.658Z,"12km SW of Kigi, Turkey",earthquake
2015-12-02T22:07:53.610Z,-0.0299,123.1852,145.4,4.7,mb,,47,2.657,1.19,us,us100042ui,2015-12-03T06:10:37.723Z,"45km S of Bilungala, Indonesia",earthquake
2015-12-02T21:19:33.590Z,11.5982,-87.288,35.02,4.5,mb,,183,1.115,0.77,us,us100042tz,2015-12-03T05:22:12.907Z,"86km WSW of Masachapa, Nicaragua",earthquake
2015-12-02T20:01:03.860Z,44.1211,148.7088,59.93,4.8,mb,,134,4.403,0.76,us,us100042sx,2015-12-03T04:03:33.486Z,"139km SSE of Kuril'sk, Russia",earthquake
2015-12-02T19:32:54.420Z,-0.9405,121.3933,37.75,4.7,mb,,64,2.127,0.88,us,us100042sn,2015-12-03T03:35:37.956Z,"87km NE of Poso, Indonesia",earthquake
2015-12-02T12:12:39.700Z,-16.7969,175.1733,66.18,4.7,mb,,131,7.776,0.63,us,us100042p1,2015-12-02T20:15:22.309Z,"260km WNW of Lautoka, Fiji",earthquake
2015-12-02T10:08:29.680Z,-6.2678,154.6734,63.28,5.3,mb,,51,3.24,0.73,us,us100042nk,2015-12-02T18:11:02.551Z,"89km W of Panguna, Papua New Guinea",earthquake
2015-12-02T10:05:25.000Z,61.6985,-147.2653,35.8,4.6,ml,,,,0.62,ak,ak12107786,2015-12-08T09:06:06.914Z,"82km NW of Valdez, Alaska",earthquake
2015-12-02T10:02:15.660Z,35.9738,69.3187,41.35,4.5,mb,,97,1.447,0.75,us,us100042nd,2015-12-02T18:05:00.809Z,"19km ESE of Nahrin, Afghanistan",earthquake
2015-12-02T10:00:51.000Z,-4.8864,152.517,49.74,4.7,mb,,161,0.775,1.08,us,us100042nh,2015-12-02T18:03:35.235Z,"65km SSE of Kokopo, Papua New Guinea",earthquake
2015-12-02T09:38:27.570Z,-30.4177,-72.1355,10,4.8,mwr,,91,0.501,1.59,us,us100042n3,2015-12-02T17:41:05.327Z,"91km WNW of Ovalle, Chile",earthquake
2015-12-02T06:48:06.660Z,39.0406,144.6888,17.64,4.8,mb,,137,3.192,0.81,us,us100042mm,2015-12-02T14:50:50.065Z,"241km E of Yamada, Japan",earthquake
2015-12-02T05:21:57.650Z,24.1464,121.934,18.35,4.7,mb,,86,0.311,1.07,us,us100042m5,2015-12-02T13:24:29.267Z,"38km ENE of Hualian, Taiwan",earthquake
2015-12-02T04:41:19.640Z,38.4043,141.8714,59.3,4.6,mb,,133,1.006,0.8,us,us100042m1,2015-12-03T04:29:12.492Z,"49km E of Ishinomaki, Japan",earthquake
2015-12-02T00:51:47.470Z,17.1547,147.598,10,4.8,mb,,146,1.98,0.92,us,us100042lk,2015-12-02T08:54:13.528Z,"220km ESE of Pagan, Northern Mariana Islands",earthquake
2015-12-01T22:48:06.410Z,38.6922,142.3056,30.05,4.7,mb,,135,1.448,0.96,us,us100042kn,2015-12-02T06:50:45.065Z,"66km SE of Ofunato, Japan",earthquake
2015-12-01T20:20:12.730Z,-6.9813,155.5593,53.32,5,mb,,93,4.37,0.59,us,us100042jf,2015-12-02T19:55:30.390Z,"73km S of Panguna, Papua New Guinea",earthquake
2015-12-01T17:08:25.150Z,-14.8957,-176.5845,10,5.8,mww,,54,5.876,1.39,us,us100042gv,2015-12-02T18:29:02.454Z,"182km ESE of Sigave, Wallis and Futuna",earthquake
2015-12-01T14:46:42.640Z,3.0989,97.9969,79.31,4.5,mb,,118,1.832,0.36,us,us100042g1,2015-12-01T22:49:10.813Z,"54km W of Kabanjahe, Indonesia",earthquake
2015-12-01T13:39:53.280Z,-16.3765,-71.1769,98.88,5.3,mb,,75,2.137,0.82,us,us100042fk,2015-12-02T22:07:12.945Z,"38km E of Arequipa, Peru",earthquake
2015-12-01T12:25:02.350Z,-14.8351,-172.893,35,4.9,mb,,96,5.083,0.94,us,us100042f8,2015-12-01T20:27:44.298Z,"129km SSW of Gataivai, Samoa",earthquake
2015-12-01T12:14:24.150Z,0.9561,127.4648,24.13,5,mb,,81,0.207,0.87,us,us100042f0,2015-12-01T20:17:07.642Z,"18km NNE of Ternate, Indonesia",earthquake
2015-12-01T12:08:34.390Z,-30.2946,-71.3591,43.28,4.9,mb,,113,0.389,0.65,us,us100042ev,2015-12-01T20:11:12.348Z,"36km NNW of Ovalle, Chile",earthquake
2015-12-01T07:26:14.540Z,-31.591,-71.474,43.41,4.9,mb,,80,0.924,0.59,us,us100042dx,2015-12-01T15:28:47.508Z,"29km W of Illapel, Chile",earthquake
2015-12-01T07:20:37.020Z,-24.233,-67.1151,172.4,4.5,mb,,75,2.307,1.04,us,us100042dv,2015-12-01T15:23:15.276Z,"80km W of San Antonio de los Cobres, Argentina",earthquake
2015-12-01T06:13:44.350Z,41.3941,73.1912,48.21,5.2,mb,,46,1.576,0.8,us,us100042du,2015-12-03T11:03:54.327Z,"40km S of Uch-Terek, Kyrgyzstan",earthquake
2015-12-01T04:11:03.630Z,-20.3556,-175.4193,201.78,4.9,mb,,120,5.327,0.89,us,us100042dd,2015-12-01T12:13:39.974Z,"89km NNW of Nuku`alofa, Tonga",earthquake
2015-11-30T22:23:16.980Z,-12.1102,167.1909,265.73,4.8,mb,,47,3.317,0.81,us,us100042ar,2015-12-01T06:25:56.793Z,"199km N of Sola, Vanuatu",earthquake
2015-11-30T20:37:22.360Z,20.7689,121.822,10,4.6,mb,,141,2.152,0.89,us,us1000429y,2015-12-01T04:40:30.462Z,"2km SW of Itbayat, Philippines",earthquake
2015-11-30T20:19:05.220Z,-8.7814,67.7027,10,4.9,mb,,68,4.895,0.91,us,us1000429g,2015-12-01T04:21:35.081Z,"Mid-Indian Ridge",earthquake
2015-11-30T16:50:28.240Z,-58.7208,-25.321,35,4.9,mb,,84,19.053,0.75,us,us10004285,2015-12-01T00:53:11.152Z,"77km ENE of Bristol Island, South Sandwich Islands",earthquake
2015-11-30T14:45:22.370Z,-24.2813,-66.9803,158.95,5.1,mb,,38,2.429,0.8,us,us1000426g,2015-11-30T22:47:55.377Z,"67km W of San Antonio de los Cobres, Argentina",earthquake
2015-11-30T11:50:33.200Z,10.47,-63.65,5,4.7,mb,,,,1.07,us,us1000425i,2015-12-13T13:31:06.506Z,"10km WSW of Cariaco, Venezuela",earthquake
2015-11-30T09:49:13.490Z,36.7371,-98.0061,5,4.7,mwr,,67,0.163,0.56,us,us1000424d,2015-12-10T19:48:57.239Z,"25km WSW of Medford, Oklahoma",earthquake
2015-11-30T05:42:36.710Z,28.5617,130.5405,10,4.7,mb,,72,2.645,0.62,us,us1000423c,2015-11-30T13:45:20.879Z,"105km ENE of Naze, Japan",earthquake
2015-11-30T03:41:43.970Z,-27.7211,65.1459,10,4.5,mb,,135,44.509,0.38,us,us1000432a,2015-12-11T05:38:57.615Z,"Indian Ocean Triple Junction",earthquake
2015-11-29T23:45:55.210Z,54.5957,161.7682,39.69,4.6,mb,,59,2.429,0.84,us,us100042zu,2015-12-13T01:53:01.486Z,"187km SSW of Ust'-Kamchatsk Staryy, Russia",earthquake
2015-11-29T18:52:49.500Z,-23.5414,-64.605,9.63,5.9,mwp,,33,4.071,1.39,us,us1000421x,2015-12-01T19:17:51.000Z,"17km NW of Yuto, Argentina",earthquake
2015-11-29T14:42:27.870Z,-5.4035,145.6603,85.64,4.7,mb,,80,3.746,0.88,us,us1000421m,2015-11-29T22:45:10.556Z,"24km SW of Madang, Papua New Guinea",earthquake
2015-11-29T12:11:03.580Z,-32.5659,-177.9926,10,4.9,mb,,193,6.944,0.76,us,us100042zh,2015-12-13T07:45:41.647Z,"152km SE of L'Esperance Rock, New Zealand",earthquake
2015-11-29T11:52:32.800Z,-1.3877,-15.0306,10,4.8,mb,,85,6.536,1.03,us,us10004300,2015-12-13T07:33:02.721Z,"North of Ascension Island",earthquake
2015-11-29T09:48:20.410Z,31.2913,129.2914,25.38,4.6,mb,,96,1.016,0.71,us,us1000420t,2015-12-12T16:22:58.580Z,"97km W of Makurazaki, Japan",earthquake
2015-11-29T07:34:17.590Z,-15.7965,-175.2565,304.31,4.6,mb,,69,6.042,0.87,us,us1000420c,2015-11-29T15:36:54.787Z,"162km W of Hihifo, Tonga",earthquake
2015-11-29T01:51:49.440Z,4.1257,126.7606,50.33,4.6,mb,,76,3.152,0.96,us,us100041z9,2015-11-29T09:54:16.622Z,"201km SE of Sarangani, Philippines",earthquake
2015-11-29T00:28:12.340Z,38.8709,37.7549,10,4.9,mb,,29,1.489,1,us,us100041yx,2015-11-29T08:30:42.660Z,"7km E of Kulucak, Turkey",earthquake
2015-11-28T23:47:38.830Z,10.4842,-86.134,27.05,4.9,mb,,161,0.576,1.17,us,us100041yi,2015-11-29T03:24:48.014Z,"53km W of Sardinal, Costa Rica",earthquake
2015-11-28T23:27:49.260Z,-5.1542,102.0092,33.27,4.5,mb,,190,1.229,0.56,us,us100041yg,2015-11-29T07:30:19.080Z,"152km S of Bengkulu, Indonesia",earthquake
2015-11-28T22:32:28.860Z,3.7548,126.8796,47.58,5.3,mb,,111,3.002,0.86,us,us100041yc,2015-11-29T06:35:12.115Z,"240km SE of Sarangani, Philippines",earthquake
2015-11-28T22:19:27.400Z,-15.1977,-173.2613,10,4.8,mb,,101,5.003,1.48,us,us100041ya,2015-11-29T06:22:07.295Z,"98km NNE of Hihifo, Tonga",earthquake
2015-11-28T21:42:18.510Z,67.6351,142.7291,10,4.6,mb,,70,6.275,0.7,us,us100041y5,2015-11-29T05:44:49.479Z,"126km WSW of Druzhina, Russia",earthquake
2015-11-28T18:20:19.710Z,17.2461,-96.5769,61.34,4.5,mb,,170,4.36,0.83,us,us100041xd,2015-12-01T16:16:41.049Z,"18km NNE of San Andres Huayapan, Mexico",earthquake
2015-11-28T17:45:03.580Z,6.7087,-73.0293,167.21,4.9,mb,,38,2.254,1.33,us,us100041x9,2015-12-01T16:01:53.430Z,"1km NNW of Aratoca, Colombia",earthquake
2015-11-28T17:25:54.500Z,4.6182,95.1121,56.48,4.7,mb,,138,1.926,1.1,us,us100041x8,2015-12-01T15:01:38.739Z,"106km SSW of Banda Aceh, Indonesia",earthquake
2015-11-28T14:47:20.640Z,-6.9732,105.964,68.15,5.5,mb,,51,3.962,1.15,us,us100041wc,2015-11-29T21:49:22.040Z,"17km SSE of Binuangeun, Indonesia",earthquake
2015-11-28T14:44:23.100Z,-18.8992,-177.7213,628.82,4.9,mb,,132,4.175,0.97,us,us100041wb,2015-11-28T22:46:51.539Z,"219km NNE of Ndoi Island, Fiji",earthquake
2015-11-28T13:39:23.800Z,3.7376,126.9568,87.75,5.1,mb,,111,2.974,1.15,us,us100041vx,2015-11-28T21:42:00.082Z,"247km SE of Sarangani, Philippines",earthquake
2015-11-28T13:11:38.980Z,15.2023,59.4755,10,5.6,mb,,29,5.959,1.25,us,us100041vv,2015-11-29T02:13:28.040Z,"Owen Fracture Zone region",earthquake
2015-11-28T12:13:07.500Z,30.2947,131.3723,30.72,4.6,mb,,81,1.445,0.61,us,us100041vm,2015-12-12T15:16:18.039Z,"60km SE of Nishinoomote, Japan",earthquake
2015-11-28T11:00:19.790Z,4.0503,-71.2385,14.85,4.8,mb,,73,20.441,0.65,us,us100042pv,2015-12-12T14:35:58.328Z,"82km S of Orocue, Colombia",earthquake
2015-11-28T10:59:11.700Z,3.8679,-71.182,16.16,4.7,mb,,100,3.277,0.81,us,us100041vi,2015-11-28T19:01:56.354Z,"103km S of Orocue, Colombia",earthquake
2015-11-28T10:21:58.060Z,-4.5966,149.6344,571.3,4.6,mb,,23,2.554,0.83,us,us100041vd,2015-11-28T18:24:36.104Z,"119km NNW of Kimbe, Papua New Guinea",earthquake
2015-11-28T09:56:31.980Z,52.6888,152.6781,510.11,4.7,mb,,102,3.069,0.92,us,us100041va,2015-11-28T17:59:11.193Z,"294km WNW of Ozernovskiy, Russia",earthquake
2015-11-28T05:44:40.840Z,-30.339,-72.0603,10,5.2,mb,,85,0.496,1.01,us,us100041ui,2015-12-02T18:22:25.000Z,"81km WSW of Coquimbo, Chile",earthquake
2015-11-28T02:51:06.650Z,43.342,146.4829,59.91,5.9,mb,,46,2.787,1.09,us,us100041u7,2015-11-29T01:57:19.000Z,"54km SSW of Shikotan, Russia",earthquake
2015-11-28T00:52:23.280Z,25.2722,122.2058,212.17,4.6,mb,,50,0.708,0.77,us,us100041u0,2015-12-11T05:37:00.930Z,"49km ENE of Keelung, Taiwan",earthquake
2015-11-27T23:13:07.030Z,-9.3035,124.1779,95.87,4.5,mb,,65,0.457,1.31,us,us100041tv,2015-12-12T03:35:56.332Z,"36km WNW of Kefamenanu, Indonesia",earthquake
2015-11-27T21:45:13.000Z,-24.74,-70.547,38.9,4.7,mwr,,,,1.46,us,us100041th,2015-12-11T05:15:00.619Z,"73km N of Taltal, Chile",earthquake
2015-11-27T21:00:23.050Z,-24.8261,-70.6113,35,6.2,mww,,44,0.274,1.22,us,us100041t7,2015-12-11T04:25:58.853Z,"64km NNW of Taltal, Chile",earthquake
2015-11-27T16:35:50.760Z,-6.8877,103.9094,38.76,4.5,mb,,168,2.684,0.81,us,us100041sl,2015-11-28T00:38:20.114Z,"172km S of Biha, Indonesia",earthquake
2015-11-27T15:46:43.570Z,2.8393,96.5427,57.04,5,mb,,135,1.841,0.9,us,us100041qz,2015-11-27T23:49:28.542Z,"43km NNE of Sinabang, Indonesia",earthquake
2015-11-27T12:51:06.270Z,40.306,142.1777,51.55,4.6,mb,,96,1.241,1.03,us,us100041qr,2015-11-27T13:51:00.977Z,"61km ESE of Hachinohe, Japan",earthquake
2015-11-27T12:04:20.280Z,22.6144,95.0403,23.25,4.6,mb,,63,4.135,0.63,us,us100041qe,2015-11-27T20:06:59.089Z,"55km N of Monywa, Burma",earthquake
2015-11-27T11:46:27.650Z,13.0735,-88.9785,61.78,5.4,mb,,113,0.657,1.43,us,us100041q5,2015-11-28T16:00:04.748Z,"47km S of El Rosario, El Salvador",earthquake
2015-11-27T11:40:37.810Z,34.9064,73.9552,25.12,4.9,mb,,63,1.375,0.67,us,us100041q3,2015-11-27T17:05:16.764Z,"37km N of Athmuqam, Pakistan",earthquake
2015-11-27T08:48:22.770Z,56.0051,164.5968,31.26,4.6,mb,,128,4.574,0.56,us,us100041nv,2015-11-27T16:51:20.378Z,"126km NW of Nikol'skoye, Russia",earthquake
2015-11-27T08:33:59.690Z,22.4973,94.8237,22.42,5.5,mb,,23,4.086,1.17,us,us100041nt,2015-11-28T04:19:45.273Z,"52km NW of Monywa, Burma",earthquake
2015-11-27T06:55:03.410Z,-8.4002,125.1723,51.45,4.6,mb,,52,1.616,0.78,us,us100041nc,2015-11-27T14:57:44.126Z,"47km WNW of Dili, East Timor",earthquake
2015-11-27T06:31:36.400Z,1.1819,126.9397,53.09,4.5,mb,,94,0.59,0.82,us,us100041n6,2015-11-27T14:34:06.637Z,"64km NW of Kota Ternate, Indonesia",earthquake
2015-11-27T02:53:08.370Z,-17.3105,-172.2436,10,4.8,mb,,58,2.816,1.49,us,us100041me,2015-11-27T10:55:52.216Z,"220km SE of Hihifo, Tonga",earthquake
2015-11-27T02:26:01.870Z,27.2394,129.8982,38.76,4.7,mb,,113,1.504,1.12,us,us100041ma,2015-11-27T10:28:44.792Z,"131km SSE of Naze, Japan",earthquake
2015-11-27T01:36:51.330Z,-22.4815,170.4375,35.33,4.8,mb,,124,2.445,0.71,us,us100041m6,2015-11-27T09:39:29.422Z,"166km W of Ile Hunter, New Caledonia",earthquake
2015-11-27T00:52:54.160Z,-9.3191,-71.1542,609.43,5.1,mb,,67,2.201,0.88,us,us100041lm,2015-12-08T04:58:43.422Z,"134km SSW of Tarauaca, Brazil",earthquake
2015-11-26T22:33:06.000Z,-23.534,-64.7011,20.16,4.9,mb,,47,3.983,1.01,us,us100041l8,2015-12-12T04:26:53.973Z,"25km NNW of Caimancito, Argentina",earthquake
2015-11-26T20:00:01.810Z,-3.1342,137.3243,53.96,4.5,mb,,181,5.072,1.01,us,us100041ks,2015-11-27T04:02:47.904Z,"138km NE of Enarotali, Indonesia",earthquake
2015-11-26T19:48:18.560Z,0.9139,127.4941,9.63,4.6,mb,,141,0.19,1.07,us,us100041kq,2015-11-27T03:50:52.037Z,"16km NE of Ternate, Indonesia",earthquake
2015-11-26T18:41:54.670Z,14.4606,54.9551,10,4.9,mb,,91,2.146,1.02,us,us100041ka,2015-11-27T02:44:26.857Z,"223km NNE of Tamrida, Yemen",earthquake
2015-11-26T18:40:30.340Z,14.6134,54.8573,10,4.7,mb,,77,2.246,1.59,us,us100041k8,2015-11-27T02:43:03.080Z,"234km NNE of Tamrida, Yemen",earthquake
2015-11-26T18:11:34.620Z,-35.755,179.2041,77.28,4.8,mb,,225,1.942,1.91,us,us100041k7,2015-11-27T02:14:18.354Z,"Off the east coast of the North Island of New Zealand",earthquake
2015-11-26T13:51:32.740Z,-17.6735,179.8372,618.9,5,mb,,35,1.702,1.03,us,us100041iu,2015-11-26T21:54:10.747Z,"147km SSE of Lambasa, Fiji",earthquake
2015-11-26T13:42:24.670Z,-9.7948,-71.2535,609.58,4.9,mb,,64,2.503,0.88,us,us100041im,2015-11-26T21:44:51.846Z,"188km SSW of Tarauaca, Brazil",earthquake
2015-11-26T12:59:22.780Z,-44.5365,37.5394,10,4.9,mb,,42,17.818,0.59,us,us100041ik,2015-11-26T21:01:52.849Z,"264km N of Marion Island, Prince Edward Islands",earthquake
2015-11-26T08:56:10.000Z,-22.6714,171.1915,56.55,4.6,mb,,109,3.162,1.18,us,us100041hu,2015-11-26T16:59:16.234Z,"93km WSW of Ile Hunter, New Caledonia",earthquake
2015-11-26T07:34:52.070Z,-44.4543,37.7748,10,4.7,mb,,52,17.903,0.57,us,us100041hm,2015-11-26T15:37:29.651Z,"273km N of Marion Island, Prince Edward Islands",earthquake
2015-11-26T05:45:18.300Z,-9.1912,-71.288,599.35,6.7,mwb,,19,2.018,1.19,us,us100041f1,2015-11-27T15:46:32.000Z,"127km SSW of Tarauaca, Brazil",earthquake
2015-11-26T02:49:28.580Z,-20.5112,-177.9321,551.64,4.9,mb,,47,4.688,0.97,us,us100041ea,2015-11-26T10:51:58.362Z,"81km E of Ndoi Island, Fiji",earthquake
2015-11-26T01:47:55.860Z,18.4069,-70.4599,10,4.9,mb,,34,0.518,1.15,us,us100041dx,2015-11-26T18:58:43.245Z,"16km SSE of San Jose de Ocoa, Dominican Republic",earthquake
2015-11-26T00:38:16.170Z,18.4248,-70.4216,10,4.8,mb,,32,0.48,1.3,us,us100041dj,2015-11-29T03:55:28.104Z,"16km SSE of San Jose de Ocoa, Dominican Republic",earthquake
2015-11-26T00:17:23.790Z,-4.7948,145.1427,195.67,5.1,mb,,57,3.52,0.82,us,us100041dh,2015-11-26T08:19:52.138Z,"86km WNW of Madang, Papua New Guinea",earthquake
2015-11-25T21:17:18.590Z,31.9741,49.5721,10,5.4,mb,,44,8.051,1.18,us,us100041c9,2015-11-26T06:33:17.067Z,"25km E of Masjed Soleyman, Iran",earthquake
2015-11-25T20:57:58.770Z,-29.3883,-72.1971,10,4.6,mb,,99,0.987,0.88,us,us100041c0,2015-11-26T05:00:27.318Z,"103km NW of Coquimbo, Chile",earthquake
2015-11-25T19:39:54.250Z,-15.4132,167.62,103.11,4.9,mb,,141,0.403,0.78,us,us100041b7,2015-11-25T20:15:49.801Z,"50km ENE of Luganville, Vanuatu",earthquake
2015-11-25T18:57:41.440Z,1.4277,126.2932,32.33,5.7,mb,,25,1.255,0.95,us,us100041ay,2015-12-01T21:01:29.000Z,"123km E of Bitung, Indonesia",earthquake
2015-11-25T18:18:00.030Z,46.1281,154.1536,34.04,4.7,mb,,176,7.355,1.13,us,us100041ap,2015-11-26T02:20:43.267Z,"East of the Kuril Islands",earthquake
2015-11-25T16:15:10.640Z,26.4076,92.9745,54.52,4.7,mb,,60,3.666,0.77,us,us1000419g,2015-12-09T00:36:37.567Z,"30km SE of Tezpur, India",earthquake
2015-11-25T11:23:03.310Z,4.2072,125.7994,153.64,5,mb,,73,3.754,0.9,us,us1000417j,2015-11-25T19:25:35.714Z,"137km SSE of Sarangani, Philippines",earthquake
2015-11-25T10:23:03.060Z,14.1185,-91.2123,80.41,4.7,mb,,167,1.225,0.97,us,us10004173,2015-11-25T21:51:54.105Z,"13km SE of Nueva Concepcion, Guatemala",earthquake
2015-11-25T09:38:13.090Z,-0.0774,29.7817,10,4.5,mb,,85,1.089,0.89,us,us100041ch,2015-11-26T13:01:59.016Z,"39km SW of Kilembe, Uganda",earthquake
2015-11-25T09:26:23.460Z,-8.5373,-71.3752,641.86,4.6,mb,,64,1.541,0.79,us,us1000416q,2015-11-25T17:30:23.534Z,"78km WSW of Tarauaca, Brazil",earthquake
2015-11-25T04:46:50.250Z,31.5176,140.3802,136.85,4.9,mb,,145,1.663,0.83,us,us1000415h,2015-11-25T12:49:26.694Z,"182km SSE of Hachijo-jima, Japan",earthquake
2015-11-25T02:44:44.120Z,-32.8814,-178.2975,10,4.5,mb,,205,3.638,0.46,us,us100041r4,2015-12-09T05:34:56.117Z,"170km SSE of L'Esperance Rock, New Zealand",earthquake
2015-11-25T00:28:16.830Z,-11.0331,-70.8484,597.09,4.7,mb,,37,3.758,0.83,us,us10004132,2015-12-09T00:09:24.182Z,"142km WNW of Iberia, Peru",earthquake
2015-11-25T00:19:16.290Z,12.3455,-86.4235,9.83,4.7,mb,,136,0.172,1.17,us,us1000412r,2015-12-08T23:58:54.700Z,"17km ENE of Nagarote, Nicaragua",earthquake
2015-11-24T23:44:14.010Z,-10.5573,-70.9903,595.15,4.6,mb,,40,3.28,1.07,us,us10004112,2015-12-09T04:30:54.159Z,"177km WNW of Iberia, Peru",earthquake
2015-11-24T23:42:07.020Z,-31.7262,-71.9113,15.42,4.7,mb,,119,1.075,0.66,us,us1000410u,2015-12-09T04:13:55.863Z,"71km W of Illapel, Chile",earthquake
2015-11-24T22:50:53.770Z,-10.0475,-71.0226,611.71,7.6,mww,,15,2.84,0.99,us,us100040x6,2015-11-26T00:49:02.039Z,"210km S of Tarauaca, Brazil",earthquake
2015-11-24T22:45:38.060Z,-10.5484,-70.9038,600.63,7.6,mww,,16,3.317,0.93,us,us100040ww,2015-12-08T13:51:47.576Z,"169km WNW of Iberia, Peru",earthquake
2015-11-24T21:19:55.670Z,-31.8533,-72.2393,10,4.7,mb,,150,1.272,0.9,us,us100040vb,2015-11-25T05:22:38.582Z,"104km WSW of Illapel, Chile",earthquake
2015-11-24T21:15:04.770Z,-14.4053,167.299,152.85,4.8,mb,,114,1.039,0.82,us,us100040va,2015-11-25T05:18:02.432Z,"63km SSW of Sola, Vanuatu",earthquake
2015-11-24T20:45:52.600Z,2.9349,127.2941,62.79,4.5,mb,,127,2.149,1.1,us,us100040ut,2015-11-25T17:40:05.065Z,"155km NNW of Tobelo, Indonesia",earthquake
2015-11-24T20:45:02.290Z,-0.1182,-17.8184,10,5.5,mwb,,33,8.493,0.9,us,us100040uv,2015-11-25T17:35:49.193Z,"North of Ascension Island",earthquake
2015-11-24T19:25:25.850Z,-22.5077,-176.8688,123.16,4.9,mb,,80,7.336,1.2,us,us100040u4,2015-11-25T16:25:59.006Z,"225km SW of Vaini, Tonga",earthquake
